HG_224410	OG0224409: Ebro_g35013.t1
HG_21344	OG0021343: Ebro_g11055.t1 Ebro_g11325.t1 Ebro_g12578.t1 Ebro_g17018.t1 Ebro_g18064.t1 Ebro_g26242.t1 Ebro_g29584.t1 Ebro_g31241.t1 Ebro_g31801.t1 Ebro_g35487.t1 Ebro_g36183.t1 Ebro_g39179.t1 Ebro_g43523.t1 Ebro_g4437.t1 Ebro_g44506.t2 Ebro_g45042.t1
HG_55710	OG0055709: Ebro_g11040.t1 Ebro_g23629.t1 Ebro_g26022.t1 Ebro_g38200.t1 Ebro_g45580.t1
HG_224906	OG0224905: Ebro_g23386.t1
HG_224704	OG0224703: Ebro_g21050.t2
HG_13697	OG0013696: Ebro_g1038.t2 Ebro_g11373.t1 Ebro_g12847.t1 Ebro_g14080.t2 Ebro_g14112.t1 Ebro_g14611.t1 Ebro_g15473.t1 Ebro_g16623.t1 Ebro_g20575.t1 Ebro_g20732.t1 Ebro_g2329.t1 Ebro_g24439.t1 Ebro_g27060.t1 Ebro_g29210.t1 Ebro_g29286.t1 Ebro_g30409.t1 Ebro_g32397.t1 Ebro_g34226.t1 Ebro_g34923.t3 Ebro_g3593.t1 Ebro_g37681.t1 Ebro_g37720.t1 Ebro_g37883.t1 Ebro_g37883.t3 Ebro_g38902.t1 Ebro_g39469.t1 Ebro_g41539.t1 Ebro_g42531.t1 Ebro_g46343.t1 Ebro_g4993.t1 Ebro_g5384.t1 Ebro_g5385.t1
HG_224300	OG0224299: Ebro_g45952.t1
HG_224502	OG0224501: Ebro_g11858.t1
HG_12576	OG0012575: Ebro_g1207.t1 Ebro_g14753.t1 Ebro_g15363.t1 Ebro_g1588.t1 Ebro_g16783.t1 Ebro_g19737.t1 Ebro_g20249.t1 Ebro_g21686.t2 Ebro_g22591.t1 Ebro_g23805.t1 Ebro_g26025.t1 Ebro_g26188.t1 Ebro_g26825.t1 Ebro_g27726.t1 Ebro_g27777.t1 Ebro_g28325.t1 Ebro_g31540.t1 Ebro_g32447.t1 Ebro_g3404.t1 Ebro_g36565.t2 Ebro_g36960.t1 Ebro_g38079.t2 Ebro_g38211.t1 Ebro_g39340.t1 Ebro_g40482.t1 Ebro_g4073.t1 Ebro_g4074.t1 Ebro_g42305.t1 Ebro_g43420.t1 Ebro_g44555.t1 Ebro_g44555.t2 Ebro_g5144.t1 Ebro_g5145.t1 Ebro_g5834.t1 Ebro_g6390.t1 Ebro_g7188.t1 Ebro_g7755.t1 Ebro_g8728.t1
HG_13287	OG0013286: Ebro_g17773.t1 Ebro_g17774.t1 Ebro_g17775.t1 Ebro_g17776.t1 Ebro_g17778.t1 Ebro_g17779.t1 Ebro_g17780.t1 Ebro_g17781.t1 Ebro_g17782.t2 Ebro_g17783.t1 Ebro_g17783.t2 Ebro_g17784.t1 Ebro_g17785.t2 Ebro_g17786.t1 Ebro_g17787.t1 Ebro_g17788.t1 Ebro_g17790.t1 Ebro_g17791.t1 Ebro_g17792.t1 Ebro_g17793.t1 Ebro_g17794.t1 Ebro_g18777.t1 Ebro_g18779.t1 Ebro_g18780.t1 Ebro_g18781.t2 Ebro_g18782.t1 Ebro_g18783.t1 Ebro_g18784.t1 Ebro_g18785.t1 Ebro_g18787.t1 Ebro_g18788.t2 Ebro_g25809.t1 Ebro_g25810.t1 Ebro_g25811.t2
HG_113964	OG0113963: Ebro_g29645.t1 Ebro_g29647.t1
HG_113560	OG0113559: Ebro_g34009.t1 Ebro_g37573.t1
HG_113762	OG0113761: Ebro_g44539.t1 Ebro_g46240.t2
HG_113648	OG0113647: Ebro_g10847.t1 Ebro_g19243.t1
HG_226297	OG0226296: Ebro_g35004.t1
HG_226499	OG0226498: Ebro_g38880.t1
HG_226095	OG0226094: Ebro_g8645.t1
HG_227139	OG0227138: Ebro_g9683.t1
HG_48090	OG0048089: Ebro_g13319.t1 Ebro_g19788.t1 Ebro_g21685.t1 Ebro_g27778.t1 Ebro_g42304.t1 Ebro_g4525.t1
HG_227051	OG0227050: Ebro_g45030.t1
HG_225967	OG0225966: Ebro_g3694.t1
HG_224089	OG0224088: Ebro_g16572.t1
HG_225361	OG0225360: Ebro_g10423.t1
HG_225563	OG0225562: Ebro_g7981.t1
HG_225765	OG0225764: Ebro_g35015.t1
HG_225247	OG0225246: Ebro_g1503.t1
HG_225449	OG0225448: Ebro_g27264.t1
HG_225045	OG0225044: Ebro_g25981.t1
HG_226721	OG0226720: Ebro_g40855.t2
HG_226923	OG0226922: Ebro_g31752.t1
HG_226809	OG0226808: Ebro_g24975.t2
HG_226405	OG0226404: Ebro_g43412.t1
HG_226607	OG0226606: Ebro_g3444.t1
HG_226001	OG0226000: Ebro_g5457.t1
HG_226203	OG0226202: Ebro_g26189.t1
HG_83261	OG0083260: Ebro_g39827.t1 Ebro_g5297.t1 Ebro_g6595.t1
HG_224513	OG0224512: Ebro_g16288.t2
HG_224715	OG0224714: Ebro_g21057.t1
HG_224917	OG0224916: Ebro_g15585.t1
HG_224311	OG0224310: Ebro_g6530.t1
HG_83092	OG0083091: Ebro_g22653.t1 Ebro_g24961.t1 Ebro_g37260.t1
HG_28586	OG0028585: Ebro_g16897.t1 Ebro_g19109.t1 Ebro_g21158.t1 Ebro_g25507.t1 Ebro_g26233.t1 Ebro_g30678.t1 Ebro_g36879.t1 Ebro_g43189.t1 Ebro_g44807.t1 Ebro_g44808.t1 Ebro_g4671.t1
HG_113773	OG0113772: Ebro_g24759.t1 Ebro_g7106.t1
HG_113975	OG0113974: Ebro_g16731.t1 Ebro_g16731.t2
HG_113571	OG0113570: Ebro_g7350.t1 Ebro_g7351.t1
HG_113659	OG0113658: Ebro_g20899.t1 Ebro_g5684.t1
HG_225890	OG0225889: Ebro_g39792.t1
HG_227062	OG0227061: Ebro_g40316.t1
HG_225776	OG0225775: Ebro_g7041.t1
HG_225978	OG0225977: Ebro_g3188.t1
HG_225574	OG0225573: Ebro_g32320.t1
HG_225170	OG0225169: Ebro_g27350.t1
HG_225372	OG0225371: Ebro_g879.t1
HG_225056	OG0225055: Ebro_g17979.t1
HG_225258	OG0225257: Ebro_g16265.t1
HG_226732	OG0226731: Ebro_g43608.t1
HG_226934	OG0226933: Ebro_g15819.t1
HG_226530	OG0226529: Ebro_g11149.t2
HG_226416	OG0226415: Ebro_g31308.t1
HG_226618	OG0226617: Ebro_g18505.t1
HG_17504	OG0017503: Ebro_g10666.t1 Ebro_g1115.t1 Ebro_g1116.t1 Ebro_g11699.t1 Ebro_g11765.t1 Ebro_g14555.t1 Ebro_g1870.t1 Ebro_g19610.t1 Ebro_g20629.t1 Ebro_g22285.t1 Ebro_g22760.t1 Ebro_g25205.t1 Ebro_g2760.t1 Ebro_g40102.t1 Ebro_g46406.t1 Ebro_g46805.t1 Ebro_g488.t1 Ebro_g5021.t1 Ebro_g6032.t1 Ebro_g7519.t1 Ebro_g9029.t1
HG_55764	OG0055763: Ebro_g1961.t1 Ebro_g1967.t1 Ebro_g3931.t1 Ebro_g3938.t1 Ebro_g3941.t1
HG_226012	OG0226011: Ebro_g6013.t1
HG_226214	OG0226213: Ebro_g26146.t1
HG_224840	OG0224839: Ebro_g29153.t1
HG_224928	OG0224927: Ebro_g37115.t1
HG_224322	OG0224321: Ebro_g44519.t1
HG_224524	OG0224523: Ebro_g41693.t1
HG_224726	OG0224725: Ebro_g12770.t1
HG_224120	OG0224119: Ebro_g25554.t1
HG_224208	OG0224207: Ebro_g27337.t1
HG_113784	OG0113783: Ebro_g13267.t1 Ebro_g43139.t1
HG_113582	OG0113581: Ebro_g20524.t1 Ebro_g32491.t1
HG_227073	OG0227072: Ebro_g38264.t1
HG_48072	OG0048071: Ebro_g15216.t1 Ebro_g19680.t1 Ebro_g2701.t1 Ebro_g28936.t1 Ebro_g41808.t1 Ebro_g7431.t1
HG_225787	OG0225786: Ebro_g6762.t1
HG_225989	OG0225988: Ebro_g22290.t1
HG_225181	OG0225180: Ebro_g11015.t1
HG_225383	OG0225382: Ebro_g42969.t1
HG_225585	OG0225584: Ebro_g36076.t1
HG_225067	OG0225066: Ebro_g16636.t1
HG_225269	OG0225268: Ebro_g7233.t1
HG_226945	OG0226944: Ebro_g22127.t1
HG_83179	OG0083178: Ebro_g43799.t1 Ebro_g43799.t2 Ebro_g43799.t3
HG_226541	OG0226540: Ebro_g13113.t1
HG_226743	OG0226742: Ebro_g44955.t1
HG_37810	OG0037809: Ebro_g10214.t1 Ebro_g16139.t1 Ebro_g18007.t1 Ebro_g20537.t1 Ebro_g21672.t1 Ebro_g3363.t1 Ebro_g43737.t1 Ebro_g5986.t1
HG_226225	OG0226224: Ebro_g5154.t1
HG_226427	OG0226426: Ebro_g10103.t1
HG_226629	OG0226628: Ebro_g10458.t1
HG_83107	OG0083106: Ebro_g12228.t1 Ebro_g33321.t1 Ebro_g9264.t1
HG_226023	OG0226022: Ebro_g28027.t1
HG_224851	OG0224850: Ebro_g26387.t1
HG_224939	OG0224938: Ebro_g29615.t3
HG_83243	OG0083242: Ebro_g11868.t2 Ebro_g1446.t1 Ebro_g15279.t1
HG_224737	OG0224736: Ebro_g27729.t1
HG_224333	OG0224332: Ebro_g20546.t1
HG_224535	OG0224534: Ebro_g7851.t1
HG_83074	OG0083073: Ebro_g11598.t1 Ebro_g11598.t2 Ebro_g11598.t3
HG_224131	OG0224130: Ebro_g10288.t1
HG_224219	OG0224218: Ebro_g4284.t1
HG_66925	OG0066924: Ebro_g36331.t1 Ebro_g36349.t1 Ebro_g5466.t1 Ebro_g6542.t1
HG_28568	OG0028567: Ebro_g10213.t1 Ebro_g29127.t1 Ebro_g31701.t1 Ebro_g31803.t1 Ebro_g32889.t1 Ebro_g3360.t1 Ebro_g3361.t1 Ebro_g3982.t1 Ebro_g40368.t1 Ebro_g5987.t1 Ebro_g5991.t1
HG_66892	OG0066891: Ebro_g19841.t1 Ebro_g22023.t1 Ebro_g22024.t1 Ebro_g31261.t1
HG_113593	OG0113592: Ebro_g19768.t1 Ebro_g5914.t1
HG_113795	OG0113794: Ebro_g12101.t1 Ebro_g2607.t1
HG_113479	OG0113478: Ebro_g45286.t1 Ebro_g45290.t1
HG_31028	OG0031027: Ebro_g12467.t1 Ebro_g12779.t1 Ebro_g1334.t1 Ebro_g13817.t2 Ebro_g15755.t1 Ebro_g29000.t1 Ebro_g29348.t1 Ebro_g33827.t1 Ebro_g34910.t1 Ebro_g39810.t1
HG_227084	OG0227083: Ebro_g30131.t2
HG_225596	OG0225595: Ebro_g3971.t1
HG_225798	OG0225797: Ebro_g28409.t1
HG_113903	OG0113902: Ebro_g24687.t1 Ebro_g24688.t1
HG_225192	OG0225191: Ebro_g19988.t1
HG_225394	OG0225393: Ebro_g27145.t2
HG_113701	OG0113700: Ebro_g18361.t1 Ebro_g22495.t1
HG_225078	OG0225077: Ebro_g18818.t1
HG_8918	OG0008917: Ebro_g12416.t1 Ebro_g12827.t1 Ebro_g12971.t1 Ebro_g12972.t1 Ebro_g14667.t1 Ebro_g14925.t3 Ebro_g15275.t2 Ebro_g16130.t1 Ebro_g16951.t1 Ebro_g17715.t1 Ebro_g1830.t2 Ebro_g18349.t2 Ebro_g1890.t2 Ebro_g1930.t1 Ebro_g19354.t1 Ebro_g21152.t1 Ebro_g21590.t1 Ebro_g21794.t1 Ebro_g21816.t1 Ebro_g21817.t1 Ebro_g22265.t1 Ebro_g22351.t1 Ebro_g22674.t1 Ebro_g23857.t2 Ebro_g26485.t2 Ebro_g2719.t1 Ebro_g27737.t1 Ebro_g27738.t1 Ebro_g28523.t1 Ebro_g29423.t1 Ebro_g29424.t1 Ebro_g29736.t1 Ebro_g30625.t1 Ebro_g30653.t1 Ebro_g31103.t1 Ebro_g31103.t2 Ebro_g3207.t1 Ebro_g32173.t1 Ebro_g32868.t1 Ebro_g32996.t1 Ebro_g3334.t1 Ebro_g34008.t1 Ebro_g35475.t2 Ebro_g35560.t1 Ebro_g3588.t1 Ebro_g36900.t1 Ebro_g37649.t4 Ebro_g37923.t1 Ebro_g38183.t1 Ebro_g38325.t1 Ebro_g38729.t2 Ebro_g39381.t1 Ebro_g39436.t1 Ebro_g39480.t1 Ebro_g404.t1 Ebro_g4080.t1 Ebro_g4081.t1 Ebro_g41420.t1 Ebro_g41734.t1 Ebro_g41735.t1 Ebro_g4194.t1 Ebro_g4195.t1 Ebro_g42419.t1 Ebro_g42996.t1 Ebro_g43039.t1 Ebro_g44304.t1 Ebro_g44927.t1 Ebro_g45005.t1 Ebro_g45941.t1 Ebro_g4705.t1 Ebro_g4706.t1 Ebro_g509.t2 Ebro_g530.t1 Ebro_g531.t1 Ebro_g5485.t2 Ebro_g6860.t1 Ebro_g7022.t1 Ebro_g7022.t2 Ebro_g7023.t1 Ebro_g7317.t1 Ebro_g7546.t1 Ebro_g7764.t1
HG_226754	OG0226753: Ebro_g27862.t1
HG_226956	OG0226955: Ebro_g4315.t2
HG_226350	OG0226349: Ebro_g45001.t1
HG_226552	OG0226551: Ebro_g8864.t1
HG_226034	OG0226033: Ebro_g28474.t1
HG_226236	OG0226235: Ebro_g43882.t1
HG_226438	OG0226437: Ebro_g4796.t1
HG_224862	OG0224861: Ebro_g37629.t1
HG_55746	OG0055745: Ebro_g14279.t1 Ebro_g21967.t1 Ebro_g25522.t1 Ebro_g28692.t1 Ebro_g33580.t1
HG_224660	OG0224659: Ebro_g12751.t1
HG_224748	OG0224747: Ebro_g31556.t1
HG_224142	OG0224141: Ebro_g6290.t1
HG_224344	OG0224343: Ebro_g37286.t1
HG_224546	OG0224545: Ebro_g30622.t1
HG_8450	OG0008449: Ebro_g10837.t1 Ebro_g10840.t1 Ebro_g11806.t1 Ebro_g11807.t1 Ebro_g11810.t1 Ebro_g11817.t2 Ebro_g11821.t1 Ebro_g12883.t1 Ebro_g12888.t1 Ebro_g19237.t1 Ebro_g1953.t1 Ebro_g1968.t1 Ebro_g1970.t1 Ebro_g1971.t1 Ebro_g1979.t1 Ebro_g22069.t1 Ebro_g22080.t1 Ebro_g22082.t2 Ebro_g22088.t1 Ebro_g22089.t1 Ebro_g22093.t1 Ebro_g22095.t1 Ebro_g22393.t1 Ebro_g24580.t1 Ebro_g24964.t1 Ebro_g24972.t1 Ebro_g26318.t1 Ebro_g26320.t1 Ebro_g2744.t1 Ebro_g29609.t1 Ebro_g29611.t1 Ebro_g3095.t1 Ebro_g32756.t1 Ebro_g32764.t1 Ebro_g32765.t1 Ebro_g33141.t1 Ebro_g33144.t1 Ebro_g33149.t1 Ebro_g33155.t1 Ebro_g33382.t1 Ebro_g33383.t1 Ebro_g33384.t1 Ebro_g35210.t1 Ebro_g36330.t1 Ebro_g36333.t2 Ebro_g39499.t1 Ebro_g39509.t1 Ebro_g42737.t1 Ebro_g42741.t2 Ebro_g42742.t2 Ebro_g42752.t2 Ebro_g42758.t1 Ebro_g42762.t1 Ebro_g42763.t1 Ebro_g42766.t1 Ebro_g42767.t1 Ebro_g42768.t2 Ebro_g4313.t1 Ebro_g44029.t1 Ebro_g45718.t1 Ebro_g45722.t2 Ebro_g45723.t1 Ebro_g45726.t1 Ebro_g46114.t1 Ebro_g46118.t1 Ebro_g46119.t1 Ebro_g46507.t1 Ebro_g46510.t1 Ebro_g46511.t2 Ebro_g46512.t1 Ebro_g46514.t4 Ebro_g46516.t1 Ebro_g46519.t1 Ebro_g46522.t1 Ebro_g5467.t2 Ebro_g6515.t2 Ebro_g6517.t1 Ebro_g6519.t1 Ebro_g6520.t1 Ebro_g6521.t1 Ebro_g6536.t1 Ebro_g7074.t1 Ebro_g7075.t1 Ebro_g7077.t1 Ebro_g7079.t1 Ebro_g7939.t1 Ebro_g7943.t1 Ebro_g7962.t1 Ebro_g7962.t2 Ebro_g7968.t1 Ebro_g7974.t1 Ebro_g9065.t1 Ebro_g9068.t1 Ebro_g9922.t1 Ebro_g9924.t2
HG_225906	OG0225905: Ebro_g33339.t1
HG_225300	OG0225299: Ebro_g12504.t1
HG_225502	OG0225501: Ebro_g44676.t1
HG_225704	OG0225703: Ebro_g385.t1
HG_227095	OG0227094: Ebro_g2056.t1
HG_48054	OG0048053: Ebro_g22917.t1 Ebro_g28022.t1 Ebro_g3903.t1 Ebro_g42481.t1 Ebro_g4540.t1 Ebro_g7692.t1
HG_113914	OG0113913: Ebro_g14982.t1 Ebro_g21236.t2
HG_11281	OG0011280: Ebro_g11070.t1 Ebro_g11760.t1 Ebro_g11829.t1 Ebro_g1205.t2 Ebro_g12850.t1 Ebro_g1389.t1 Ebro_g14929.t1 Ebro_g15100.t1 Ebro_g16668.t1 Ebro_g1717.t1 Ebro_g18225.t1 Ebro_g1837.t1 Ebro_g18802.t1 Ebro_g1993.t1 Ebro_g20070.t1 Ebro_g20875.t1 Ebro_g2102.t1 Ebro_g21401.t1 Ebro_g22829.t1 Ebro_g24902.t1 Ebro_g26767.t1 Ebro_g28664.t1 Ebro_g28845.t2 Ebro_g28903.t1 Ebro_g29185.t1 Ebro_g32728.t1 Ebro_g33407.t1 Ebro_g33455.t1 Ebro_g34630.t1 Ebro_g38469.t1 Ebro_g39860.t1 Ebro_g39862.t1 Ebro_g40095.t1 Ebro_g40218.t1 Ebro_g40870.t1 Ebro_g41285.t1 Ebro_g4167.t1 Ebro_g42.t1 Ebro_g43853.t1 Ebro_g46010.t1 Ebro_g46355.t1 Ebro_g46565.t1 Ebro_g46832.t1 Ebro_g5344.t1 Ebro_g6862.t1 Ebro_g8239.t1 Ebro_g8488.t1
HG_113712	OG0113711: Ebro_g24805.t1 Ebro_g24805.t2
HG_113510	OG0113509: Ebro_g22130.t1 Ebro_g22131.t1
HG_225089	OG0225088: Ebro_g19076.t1
HG_226765	OG0226764: Ebro_g39789.t1
HG_226967	OG0226966: Ebro_g39196.t1
HG_226361	OG0226360: Ebro_g11558.t1
HG_226563	OG0226562: Ebro_g4324.t1
HG_226045	OG0226044: Ebro_g35678.t1
HG_226247	OG0226246: Ebro_g33491.t1
HG_226449	OG0226448: Ebro_g15215.t1
HG_42397	OG0042396: Ebro_g10448.t1 Ebro_g12236.t1 Ebro_g14679.t1 Ebro_g15291.t1 Ebro_g25420.t2 Ebro_g26543.t3 Ebro_g31764.t1
HG_224873	OG0224872: Ebro_g29643.t1
HG_83225	OG0083224: Ebro_g20876.t1 Ebro_g28485.t1 Ebro_g40131.t1
HG_224671	OG0224670: Ebro_g9951.t1
HG_224759	OG0224758: Ebro_g24416.t1
HG_227203	OG0227202: Ebro_g36738.t1
HG_224153	OG0224152: Ebro_g17308.t1
HG_224355	OG0224354: Ebro_g22148.t1
HG_227001	OG0227000: Ebro_g18135.t1
HG_224557	OG0224556: Ebro_g27809.t1
HG_83056	OG0083055: Ebro_g4184.t1 Ebro_g4184.t3 Ebro_g4184.t4
HG_225917	OG0225916: Ebro_g4591.t1
HG_225311	OG0225310: Ebro_g3171.t1
HG_225513	OG0225512: Ebro_g4420.t1
HG_225715	OG0225714: Ebro_g15050.t1
HG_66979	OG0066978: Ebro_g13552.t1 Ebro_g17892.t1 Ebro_g42617.t1 Ebro_g5850.t1
HG_83120	OG0083119: Ebro_g209.t1 Ebro_g4233.t1 Ebro_g6041.t1
HG_66907	OG0066906: Ebro_g27521.t1 Ebro_g279.t1 Ebro_g32535.t2 Ebro_g3808.t1
HG_34027	OG0034026: Ebro_g10307.t1 Ebro_g18486.t1 Ebro_g22913.t1 Ebro_g22914.t1 Ebro_g23406.t1 Ebro_g32593.t1 Ebro_g33684.t1 Ebro_g33726.t1 Ebro_g43399.t1
HG_28581	OG0028580: Ebro_g13693.t1 Ebro_g18824.t1 Ebro_g24118.t1 Ebro_g29557.t1 Ebro_g30775.t2 Ebro_g33036.t1 Ebro_g39320.t1 Ebro_g39592.t2 Ebro_g3991.t1 Ebro_g41273.t1 Ebro_g6012.t1
HG_113723	OG0113722: Ebro_g43541.t1 Ebro_g43541.t2
HG_113925	OG0113924: Ebro_g36054.t1 Ebro_g36055.t1
HG_113521	OG0113520: Ebro_g17622.t1 Ebro_g32311.t1
HG_113609	OG0113608: Ebro_g18101.t1 Ebro_g23295.t1
HG_226890	OG0226889: Ebro_g18389.t1
HG_226776	OG0226775: Ebro_g36433.t1
HG_226978	OG0226977: Ebro_g12096.t1
HG_226574	OG0226573: Ebro_g31435.t1
HG_226170	OG0226169: Ebro_g41118.t1
HG_226372	OG0226371: Ebro_g25228.t1
HG_226056	OG0226055: Ebro_g13705.t1
HG_226258	OG0226257: Ebro_g12920.t1
HG_224682	OG0224681: Ebro_g34790.t1
HG_55728	OG0055727: Ebro_g17409.t1 Ebro_g20641.t1 Ebro_g5801.t1 Ebro_g951.t1 Ebro_g9814.t1
HG_224884	OG0224883: Ebro_g4432.t1
HG_224480	OG0224479: Ebro_g19977.t1
HG_227012	OG0227011: Ebro_g27173.t1
HG_224568	OG0224567: Ebro_g24650.t1
HG_227214	OG0227213: Ebro_g24962.t4
HG_224164	OG0224163: Ebro_g7993.t1
HG_224366	OG0224365: Ebro_g29913.t1
HG_225840	OG0225839: Ebro_g46321.t1
HG_225726	OG0225725: Ebro_g46077.t1
HG_225928	OG0225927: Ebro_g31461.t1
HG_225120	OG0225119: Ebro_g35338.t1
HG_225322	OG0225321: Ebro_g40400.t1
HG_225524	OG0225523: Ebro_g12199.t1
HG_225006	OG0225005: Ebro_g15111.t1
HG_225208	OG0225207: Ebro_g16955.t1
HG_14723	OG0014722: Ebro_g11260.t1 Ebro_g11507.t1 Ebro_g11550.t1 Ebro_g1185.t1 Ebro_g13516.t1 Ebro_g1535.t1 Ebro_g16301.t1 Ebro_g17623.t1 Ebro_g21178.t1 Ebro_g22651.t2 Ebro_g22945.t1 Ebro_g23023.t1 Ebro_g25231.t1 Ebro_g25359.t1 Ebro_g27551.t1 Ebro_g28201.t2 Ebro_g30154.t1 Ebro_g30330.t1 Ebro_g32312.t1 Ebro_g35885.t1 Ebro_g39257.t1 Ebro_g40453.t1 Ebro_g41017.t1 Ebro_g43204.t1 Ebro_g44375.t1 Ebro_g46673.t1 Ebro_g8491.t2 Ebro_g982.t1
HG_8516	OG0008515: Ebro_g10353.t1 Ebro_g10441.t1 Ebro_g11501.t1 Ebro_g11509.t1 Ebro_g11533.t1 Ebro_g12316.t1 Ebro_g12486.t1 Ebro_g12778.t2 Ebro_g13715.t2 Ebro_g13864.t1 Ebro_g13887.t2 Ebro_g15509.t2 Ebro_g1551.t2 Ebro_g16435.t1 Ebro_g16610.t1 Ebro_g17223.t1 Ebro_g17630.t2 Ebro_g18247.t2 Ebro_g18678.t1 Ebro_g19203.t1 Ebro_g194.t1 Ebro_g19642.t2 Ebro_g19707.t2 Ebro_g19741.t1 Ebro_g19742.t1 Ebro_g20215.t2 Ebro_g2032.t1 Ebro_g2032.t2 Ebro_g20392.t2 Ebro_g20645.t1 Ebro_g208.t1 Ebro_g21217.t1 Ebro_g22456.t2 Ebro_g22643.t1 Ebro_g23703.t1 Ebro_g23798.t1 Ebro_g23943.t1 Ebro_g24525.t1 Ebro_g25152.t1 Ebro_g25390.t2 Ebro_g25690.t1 Ebro_g25974.t1 Ebro_g26456.t2 Ebro_g26915.t1 Ebro_g27004.t1 Ebro_g27336.t1 Ebro_g28582.t1 Ebro_g2882.t1 Ebro_g28886.t2 Ebro_g2912.t1 Ebro_g30761.t1 Ebro_g31367.t1 Ebro_g32053.t1 Ebro_g33052.t1 Ebro_g33209.t2 Ebro_g33744.t1 Ebro_g33744.t2 Ebro_g33892.t2 Ebro_g34257.t1 Ebro_g34664.t1 Ebro_g34749.t1 Ebro_g35066.t1 Ebro_g35600.t1 Ebro_g37135.t1 Ebro_g37390.t2 Ebro_g37486.t1 Ebro_g37489.t1 Ebro_g38323.t1 Ebro_g38404.t1 Ebro_g38611.t3 Ebro_g39236.t1 Ebro_g39536.t2 Ebro_g39573.t1 Ebro_g40663.t1 Ebro_g41657.t1 Ebro_g4171.t1 Ebro_g41983.t2 Ebro_g42041.t1 Ebro_g42079.t1 Ebro_g42469.t2 Ebro_g45626.t1 Ebro_g45644.t1 Ebro_g46312.t2 Ebro_g46394.t1 Ebro_g5360.t1 Ebro_g5796.t2 Ebro_g6275.t1 Ebro_g7065.t1 Ebro_g7210.t2 Ebro_g7723.t1 Ebro_g7804.t2 Ebro_g8363.t1 Ebro_g8877.t1
HG_113734	OG0113733: Ebro_g24474.t1 Ebro_g24474.t2
HG_113936	OG0113935: Ebro_g33634.t1 Ebro_g33634.t2
HG_226989	OG0226988: Ebro_g43273.t1
HG_113532	OG0113531: Ebro_g32814.t1 Ebro_g38875.t1
HG_226585	OG0226584: Ebro_g39411.t1
HG_226787	OG0226786: Ebro_g33541.t1
HG_48100	OG0048099: Ebro_g18230.t1 Ebro_g34331.t1 Ebro_g37188.t1 Ebro_g42619.t1 Ebro_g504.t1 Ebro_g8071.t1
HG_226383	OG0226382: Ebro_g5956.t1
HG_226269	OG0226268: Ebro_g28782.t1
HG_226181	OG0226180: Ebro_g29508.t1
HG_42379	OG0042378: Ebro_g12279.t1 Ebro_g12428.t1 Ebro_g1556.t1 Ebro_g26120.t1 Ebro_g34330.t1 Ebro_g3990.t1 Ebro_g44554.t1
HG_83279	OG0083278: Ebro_g19357.t1 Ebro_g5692.t1 Ebro_g5990.t1
HG_226067	OG0226066: Ebro_g37516.t2
HG_224895	OG0224894: Ebro_g7738.t2
HG_224491	OG0224490: Ebro_g46611.t1
HG_224693	OG0224692: Ebro_g33618.t1
HG_227225	OG0227224: Ebro_g44628.t1
HG_224377	OG0224376: Ebro_g37002.t1
HG_227023	OG0227022: Ebro_g39552.t1
HG_224579	OG0224578: Ebro_g21146.t1
HG_224175	OG0224174: Ebro_g5885.t1
HG_225851	OG0225850: Ebro_g10719.t1
HG_225737	OG0225736: Ebro_g4176.t1
HG_225939	OG0225938: Ebro_g12107.t1
HG_225535	OG0225534: Ebro_g20434.t1
HG_225131	OG0225130: Ebro_g38575.t1
HG_225333	OG0225332: Ebro_g30211.t2
HG_83174	OG0083173: Ebro_g27114.t1 Ebro_g29432.t1 Ebro_g42012.t1
HG_225017	OG0225016: Ebro_g14273.t1
HG_225219	OG0225218: Ebro_g10013.t1
HG_83102	OG0083101: Ebro_g38986.t1 Ebro_g38987.t1 Ebro_g38988.t1
HG_224801	OG0224800: Ebro_g14775.t1
HG_66992	OG0066991: Ebro_g2445.t1 Ebro_g2533.t1 Ebro_g2537.t1 Ebro_g2537.t2
HG_66920	OG0066919: Ebro_g27908.t1 Ebro_g38951.t2 Ebro_g46090.t1 Ebro_g7720.t1
HG_28563	OG0028562: Ebro_g16651.t1 Ebro_g33133.t1 Ebro_g36188.t1 Ebro_g38071.t1 Ebro_g40568.t1 Ebro_g40569.t1 Ebro_g40570.t1 Ebro_g40571.t1 Ebro_g40572.t1 Ebro_g40573.t1 Ebro_g40574.t1
